Total time (ms),ROCA counterexample time (ms),DFA counterexample time (ms),Learning DFA time (ms),Table time (ms),Finding descriptions (ms),Membership queries,Counter value queries,Partial equivalence queries,Equivalence queries,Rounds,Openness,Sigma-inconsistencies,Bottom-inconsistencies,Mismatches,Length longest cex,|R|,|S|,|? \ S|,"# of bin rows",Result alphabet size,Result ROCA size
17437,6230,46,11207,10386,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17797,6345,47,11451,10621,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18098,5990,35,12109,11367,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15829,5575,42,10253,9907,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
15806,5840,47,9966,9621,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17665,6293,46,11371,10609,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17718,6048,34,11670,10911,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18225,5852,167,12373,11474,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16453,5893,44,10561,10235,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
18125,6386,34,11739,11000,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16887,5751,30,11135,10393,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17357,6013,30,11343,10586,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18365,5940,34,12425,11487,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7466,5463,34,2003,1901,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
18277,6110,32,12167,11333,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16015,5525,30,10490,10183,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
18068,5910,44,12158,11396,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18547,6796,43,11751,10918,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16885,6013,46,10872,10124,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17484,6012,47,11471,10716,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18529,6264,46,12265,11434,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18679,5741,188,12937,11839,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17454,5983,46,11470,10643,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18765,6109,40,12656,11844,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7401,5333,30,2068,1970,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17831,5761,126,12070,11238,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
8030,6020,33,2010,1908,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
18602,6875,41,11727,10887,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
19238,6862,44,12375,11414,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17419,5773,30,11646,10909,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16562,5227,30,11335,10521,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17541,5627,42,11914,11084,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17970,5730,30,12240,11316,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17825,6063,30,11763,11022,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7314,5297,29,2017,1920,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
18065,5857,29,12206,11336,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17110,5589,29,11520,10777,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16537,5278,30,11258,10396,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15396,5632,36,9764,9451,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
7441,5375,43,2066,1956,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17811,6131,31,11679,10935,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16517,5524,30,10993,10261,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16929,5513,31,11416,10659,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18123,5824,30,12299,11340,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17404,5701,30,11703,10962,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16371,5168,32,11204,10472,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17400,5512,42,11889,11055,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17732,5878,165,11854,10905,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17351,5553,34,11797,11062,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17041,5343,42,11699,10879,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16894,5890,41,11003,10190,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16500,5644,42,10856,10040,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17605,5501,30,12105,11294,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7685,5608,41,2078,1969,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16931,5668,30,11263,10514,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17859,5605,40,12253,11432,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17543,5760,42,11782,10969,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17537,6162,41,11375,10560,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17429,5880,41,11549,10775,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17879,5736,40,12143,11208,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17246,5422,41,11824,11013,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16960,5766,43,11194,10340,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17283,5644,41,11640,10880,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7456,5440,41,2015,1908,1,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
7143,5057,92,2086,1927,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17801,5727,29,12074,11273,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16685,5282,30,11403,10672,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17331,5994,41,11337,10526,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15590,5531,43,10059,9724,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17275,5589,31,11686,10938,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17980,5694,40,12285,11380,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17259,5686,30,11572,10835,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16982,5578,29,11404,10673,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7616,5535,33,2081,1973,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
7102,5097,30,2005,1907,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17204,5891,41,11312,10490,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17555,5290,30,12265,11393,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15909,5585,41,10323,9985,1,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
15974,5734,30,10240,9936,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16965,5454,31,11512,10769,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16731,5530,31,11200,10387,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17844,5866,41,11978,11147,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17972,5805,30,12167,11276,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15473,5309,31,10164,9862,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
7626,5560,29,2065,1966,1,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17667,5812,41,11855,11042,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17347,5178,41,12169,11289,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17279,5535,40,11744,10931,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17856,6451,43,11405,10578,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16908,5564,31,11343,10582,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17611,5423,40,12188,11267,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7694,5692,29,2002,1903,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17471,5604,30,11866,11093,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17987,5650,42,12336,11448,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17474,5853,40,11621,10873,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17061,5590,30,11471,10638,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16930,5696,29,11234,10479,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16417,5736,42,10681,10343,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
18186,5853,30,12334,11425,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17137,5425,31,11711,10967,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15417,5476,41,9940,9605,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17027,5769,41,11257,10373,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16692,5656,41,11037,10281,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17850,5525,40,12325,11429,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17715,5767,43,11948,11122,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17151,5702,41,11448,10624,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17183,5792,44,11391,10561,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15891,5402,34,10489,10176,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16791,5750,30,11041,10285,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18818,5730,197,13088,11883,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18348,5999,30,12349,11539,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17318,5526,30,11792,11058,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16870,5313,41,11556,10743,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16971,5903,41,11068,10251,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17239,5695,42,11543,10725,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15854,5398,38,10455,10047,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17696,5544,42,12153,11328,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17455,5756,43,11699,10882,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16510,5512,29,10998,10262,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17023,5613,31,11410,10645,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17760,5484,41,12276,11369,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17386,5833,30,11553,10812,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16443,5425,30,11018,10197,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
14967,5230,30,9731,9422,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17705,6003,41,11701,10875,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18053,5819,30,12234,11316,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17016,5324,30,11692,10958,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17001,5355,41,11646,10835,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17555,5908,42,11647,10818,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18275,5688,160,12586,11621,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18033,6010,30,12024,11285,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16738,5369,30,11369,10633,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16846,5379,30,11467,10652,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15778,5838,44,9941,9603,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16924,5500,31,11424,10685,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18134,5835,29,12298,11571,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15935,5785,30,10150,9850,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17185,5509,30,11677,10942,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17005,5603,41,11402,10584,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18075,6076,40,11998,11173,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17652,5516,29,12135,11296,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17331,5516,30,11814,11073,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16842,5402,40,11440,10556,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17044,5828,41,11215,10397,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17690,5452,29,12238,11301,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
8059,5950,30,2109,2012,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
7456,5394,31,2061,1964,1,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
18497,6250,43,12246,11412,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
8655,6542,29,2112,2015,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17672,5636,29,12035,11278,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15900,5590,41,10308,9970,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
8864,6683,44,2181,2070,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17672,6074,30,11598,10838,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18013,5740,41,12273,11494,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17565,6181,31,11384,10649,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16625,5568,29,11058,10318,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15858,5426,43,10432,10092,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17607,6114,42,11492,10666,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17811,5646,29,12164,11330,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17279,5481,39,11798,10989,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17037,5559,41,11477,10662,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17788,6285,40,11503,10658,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17803,5572,30,12232,11296,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17521,5810,30,11711,10947,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17909,6494,43,11415,10590,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18013,6146,43,11867,11020,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
19115,6282,40,12834,11820,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17541,5709,40,11832,11021,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7337,5292,32,2045,1944,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17769,5479,41,12290,11344,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18097,5909,43,12188,11367,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7854,5815,40,2039,1932,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17792,5484,40,12307,11416,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17897,6063,42,11834,11079,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16930,5292,31,11637,10819,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17993,6412,30,11582,10838,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7055,5039,29,2016,1919,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
14822,5235,31,9588,9286,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16861,5809,42,11052,10302,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17306,5502,44,11804,11042,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18961,6610,40,12351,11391,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17445,5877,41,11568,10821,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16852,5717,29,11135,10401,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
14640,5060,31,9580,9274,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17632,5876,41,11757,10913,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18101,5830,30,12271,11352,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17226,5409,31,11817,11082,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16713,5268,30,11434,10629,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16889,5648,41,11241,10419,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
14789,5529,42,9260,8920,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16987,5727,41,11260,10527,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17892,5694,41,12198,11377,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18263,6594,45,11669,10838,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17076,5724,30,11352,10593,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17766,5314,167,12451,11548,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16797,5715,29,11082,10261,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17939,5754,30,12185,11447,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17263,5740,30,11523,10780,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16753,5453,29,11299,10540,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17267,5787,42,11480,10650,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18118,5919,30,12199,11320,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17062,5396,30,11666,10925,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16492,5206,30,11284,10417,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17405,5956,41,11450,10621,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16001,5594,42,10406,10079,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17782,5329,40,12452,11544,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7638,5632,29,2006,1910,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
15654,5390,30,10263,9953,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17170,5667,30,11503,10674,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18111,5899,30,12212,11348,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17322,5978,30,11343,10606,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16410,5300,29,11109,10298,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17043,5616,31,11426,10658,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17978,5598,30,12381,11421,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7212,5205,29,2008,1910,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
15379,5355,41,10024,9681,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17284,5767,41,11517,10688,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7175,5158,30,2016,1915,1,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
7470,5424,30,2047,1950,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17668,5433,44,12235,11401,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17437,5814,30,11623,10875,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16538,5447,31,11091,10336,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17522,5630,30,11893,11137,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17923,5696,40,12227,11350,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17493,5916,29,11577,10837,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16413,5356,29,11055,10215,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17036,5670,42,11366,10523,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7436,5425,29,2011,1915,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
16813,5465,40,11348,10526,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17377,6057,42,11320,10493,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18030,5872,31,12158,11182,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17480,5644,30,11837,11092,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16891,5448,31,11442,10695,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16726,5398,41,11327,10478,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18239,5698,166,12542,11593,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17394,5425,29,11968,11221,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17159,5323,35,11836,11019,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15135,5792,43,9343,9014,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16072,5343,31,10729,9976,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17272,5765,29,11507,10747,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17897,5659,46,12238,11472,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17619,6024,41,11596,10838,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16609,5649,29,10959,10226,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17357,5610,31,11747,10981,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17798,5484,40,12314,11410,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17516,5849,42,11667,10915,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15261,5434,30,9828,9523,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16949,5366,32,11583,10763,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17123,5708,41,11415,10583,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16097,5755,45,10342,10006,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
15811,5281,33,10530,10219,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
18173,5653,42,12519,11617,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17696,5633,41,12063,11244,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15218,5625,29,9592,9285,1,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
16667,5379,29,11287,10534,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17296,5872,42,11424,10592,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17707,5570,30,12136,11238,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
7082,5077,30,2005,1909,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17771,5783,42,11988,11158,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17998,5726,29,12272,11432,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17268,5592,29,11676,10931,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16616,5213,30,11404,10627,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17633,5827,42,11806,10973,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
18128,5896,29,12230,11281,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17217,5571,31,11646,10903,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16885,5456,37,11428,10612,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17562,6099,40,11463,10630,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17909,5545,29,12363,11418,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17398,5721,31,11677,10934,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16651,5239,31,11411,10651,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17025,5611,40,11414,10583,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
14736,5460,30,9276,8951,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
17526,5793,31,11733,10976,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
16497,5610,41,10887,10547,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
18068,6107,31,11961,11225,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15183,5336,30,9847,9545,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
7564,5486,29,2078,1982,0,19648,134,1,4,2,2,19,1,0,31,34,32,0,1,19,33
17650,5307,29,12342,11420,1,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17352,5362,41,11990,11161,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17116,5771,41,11345,10529,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
17197,5876,43,11321,10523,0,35786,197,2,4,2,2,19,1,0,31,62,32,0,1,19,33
15119,5108,30,10011,9714,0,21379,137,2,4,2,2,19,1,0,31,37,32,0,1,19,33
